date,n_killed,address,lat,long,
01/01/2017,0,Florida Turnpike Orlando,28.4497807,-81.4228914,
01/01/2017,0,16 W Brandt Blvd Landisville,40.0987666,-76.4257989,
01/01/2017,0,472 Sloan St Peoria,40.7178322,-89.5619674,
01/01/2017,0,Main Street Clio,-20.016542,57.5646115,
01/01/2017,0,Yale Ave and Cedargarden Rd Baltimore,-20.016542,57.5646115,
01/01/2017,0,14000 block of Curran Blvd New Orleans,30.0417446,-89.9939228,
01/01/2017,0,5600 block of Landfall Dr Virginia Beach,36.8549989,-76.1745971,
01/01/2017,0,Fledspar Way Riverdale,-20.016542,57.5646115,
01/01/2017,0,E 146th St and Harvard Ave Cleveland,41.4560711,-81.5823131,
01/01/2017,0,1000 block of Cathedral Dr Suffolk,36.7821054,-76.6257474,
01/01/2017,1,900 block of E Capitol Ave Jefferson City,38.5706217,-92.163157,
01/01/2017,0,5700 Fun Spot Way Orlando,28.4654977,-81.4577212,
01/01/2017,0,1200 W Margaret Ave Peoria,40.7233038,-89.6133921,
01/01/2017,1,577 Park Street Hartford,41.7578135,-72.6886617,
01/01/2017,0,Hamburg Street and Gold Street Springfield,42.1306961,-72.5990077,
01/01/2017,1,1000 block of N Mount St Baltimore,39.3000756,-76.6467605,
01/01/2017,0,Lower River Road and Moorman Road Louisville,38.0960278,-85.8954091,
01/01/2017,1,8580 Highway 6 North Houston,29.9018047,-95.632618,
01/01/2017,0,10 block of Mount Vernon Court Madison,43.042695,-89.5044937,
01/01/2017,0,200 block of Tioga Street Trenton,40.2211729,-74.7481973,
01/01/2017,0,Highland Avenue and Volk Street Trenton,-20.016542,57.5646115,
01/01/2017,0,301 Dorman St Harrington,38.9306736,-75.5852579,
01/01/2017,0,700 block of Logan Ave Waterloo,42.5097361,-92.3398099,
01/01/2017,0,Eastern Ave and I 240 Oklahoma City,-20.016542,57.5646115,
01/01/2017,0,Todds Lane and Northampton Drive Hampton,37.0419975,-76.427987,
01/01/2017,0,Woodbine St and Springfield Jacksonville,-20.016542,57.5646115,
01/01/2017,0,3800 N Canal St Jacksonville,30.3612198,-81.6997385,
01/01/2017,0,100 Magnolia St Jacksonville,30.3248872,-81.6743077,
01/01/2017,0,5000 block of Wandering Trail Jacksonville,30.3803816,-81.8373143,
01/01/2017,1,Dorchester Road North Charleston,32.9165775,-80.1136677,
01/01/2017,1,300 block of East Adams Street Rapid City,44.0914605,-103.2095935,
01/01/2017,0,Summit Avenue Jersey City,40.7437718,-74.0561419,
01/01/2017,0,9900 block of S Halsted Chicago,41.7138767,-87.6455218,
01/01/2017,0,100 block of Bayliss Ave Rockford,42.2769227,-89.1330215,
01/01/2017,0,2500 block of Pearlite Way Antioch,37.9810615,-121.7830731,
01/01/2017,0,Athens Ln Antioch,38.0045093,-121.7792563,
01/01/2017,0,Point Place Toledo,41.7189346,-83.4968873,
01/01/2017,0,Hwy 6 Bremond (Hammond),-20.016542,57.5646115,
01/01/2017,0,28 S 29th St Council Bluffs,41.2611899,-95.8931889,
01/01/2017,0,8400 Buttercup St Jacksonville,30.251377,-81.7921357,
01/01/2017,1,Morgan Avenue Cleveland,41.468002,-81.6434297,
01/01/2017,0,July St Baton Rouge,30.4210275,-91.1751028,
01/01/2017,1,1218 Tower Ave Superior,46.723605,-92.1057396,
01/01/2017,0,5105 W 65th Little Rock,34.6899283,-92.3355221,
01/01/2017,0,3500 Block of Canadian Street San Angelo,31.4053775,-100.5047566,
01/01/2017,0,168 Upper Guinea Rd Lebanon,43.3953702,-70.9151383,
01/01/2017,1,2212 S Jackson Ave Tulsa,36.1310351,-96.0034808,
01/01/2017,0,1700 block of Missouri Kansas City,-20.016542,57.5646115,
01/01/2017,0,3311 Capital Blvd Raleigh,35.8249557,-78.5897642,
01/01/2017,0,11200 block of S Longwood Chicago,41.6897822,-87.6748164,
01/01/2017,0,6300 Bob o Link Rd Jacksonville,30.3875083,-81.74433,
01/01/2017,0,4200 W Moncrief Rd Jacksonville,30.3639638,-81.6814486,
01/01/2017,0,Hwy 1094 Wolfe (county),-20.016542,57.5646115,
01/01/2017,0,1120 Lincoln Street Kinston,35.2542509,-77.5668845,
01/01/2017,0,3000 block of Worthington Avenue Cincinnati (Westwood),39.1423306,-84.583209,
01/01/2017,0,9th Street and Baltimore Ave Kansas City,-20.016542,57.5646115,
01/01/2017,0,Retford Avenue Cranford,40.648544,-74.3119565,
01/01/2017,2,3200 block of Del Rd Oklahoma City (Del City),35.4400414,-97.4598693,
01/01/2017,0,12000 block of Chase Plaza Drive Cincinnati,39.2974895,-84.5269029,
01/01/2017,0,202 Pleasant Pines Dr Goldsboro,35.3396795,-78.0875945,
01/01/2017,0,30 block of South E St Keyser,39.4442421,-78.9882367,
01/01/2017,1,13000 block of Arthur Street Salinas,36.7286488,-121.6482726,
01/01/2017,1,124 Yates Lane Moultrie,31.1594601,-83.7737588,
01/01/2017,0,200 block of W Pershing Chicago,41.8241783,-87.6343978,
01/01/2017,0,900 block of West 30th Avenue Covington,30.4874772,-90.1044844,
01/01/2017,0,200 block of West 63rd Street Chicago (Englewood),41.780025,-87.6323382,
01/01/2017,0,14600 block of W Wadsworth Rd Wadsworth,42.429549,-87.9174149,
01/01/2017,0,5500 block of West Drummond Place Chicago,41.9287737,-87.7660487,
01/01/2017,0,Cougar Court Hephzibah,33.3565781,-82.0769666,
01/01/2017,0,Child St Warren,41.7291965,-71.2672839,
01/01/2017,0,1700 block of Minnesota Ave Kansas City,39.1155301,-94.6503636,
01/01/2017,1,1 Byrd Way Buffalo,42.8836913,-78.8561267,
01/01/2017,0,1600 Redbird Creek Dr Jacksonville,30.2928908,-81.8191573,
01/01/2017,0,W 23rd St and Fairfax St Jacksonville,30.357979,-81.6886295,
01/01/2017,0,1700 Art Museum Dr Jacksonville,30.3056576,-81.6224016,
01/01/2017,0,3900 block of Elm Street East Chicago,41.6425729,-87.44953,
01/01/2017,1,Jose Borrego St and Hwy 107 Edcouch,26.2937457,-97.9753661,
01/01/2017,0,W 4th St and WIlcox St Jacksonville,-20.016542,57.5646115,
01/01/2017,0,8900 block of North Portsmouth Avenue Portland,45.5865898,-122.7232237,
01/01/2017,0,500 block of Rutherford Avenue NW Roanoke,37.2797374,-79.9490675,
01/01/2017,0,5500 Wandering Trail Jacksonville,30.3845386,-81.8373174,
01/01/2017,0,Henry and Spruce streets Bridgeton,-20.016542,57.5646115,
01/01/2017,0,First Street and Henry Johnson Boulevard Albany,-20.016542,57.5646115,
01/01/2017,0,West Main Street Rochester,43.1527308,-77.6276265,
01/01/2017,0,East 241st Street and Baychester Avenue Bronx,40.9032871,-73.852244,
01/01/2017,0,Kingwood Drive and New Hampshire Avenue Takoma Park,38.9851641,-76.9904563,
01/01/2017,1,16931 Buckskin Drive Athens,34.8019789,-86.8848261,
01/01/2017,0,2300 blk of Green St SE Washington,38.8625517,-76.9839386,
01/01/2017,1,McNeeley Way Buffalo,42.8843168,-78.8597339,
01/01/2017,0,300-block of South 10 Street Newark,40.7423945,-74.2016154,
01/01/2017,0,3400 block of Garfield Avenue Rockford,42.2863537,-89.0968895,
01/01/2017,0,2501 West Malone Street Peoria,40.6750359,-89.6349961,
01/01/2017,0,100 block of Lynn Circle Pass Christian,30.3268896,-89.2388246,
01/01/2017,0,3300 block of Rust Avenue Saginaw,43.4098264,-83.9245722,
01/01/2017,0,2400 block of E Aviation Pkwy Tucson,32.2038255,-110.9391276,
01/01/2017,0,2600 E McDowell Rd Phoenix,33.4657771,-112.0281046,
01/01/2017,1,474 Northfield Rd Bedford,41.4049069,-81.5301733,
01/01/2017,0,1200 block of 11th St Victoria,-20.016542,57.5646115,
01/01/2017,0,4400 block of South Salina St Syracuse,43.0053248,-76.146019,
01/01/2017,0,140 Park Hill Ave Staten Island,40.6165551,-74.0830075,
01/01/2017,0,Frelinghuysen Ave and McClellan St Newark,40.6898506,-74.2051545,
01/01/2017,0,4100 block of Neely Rd Memphis,35.0367346,-90.058187,
01/01/2017,0,Browning Ave Boston,42.2941247,-71.084071,
01/01/2017,0,Bellefontaine Rd and Larimore Pkwy Dr Saint Louis,38.7724507,-90.219799,
01/01/2017,1,994 Twincrest Ct Cincinnati,39.2328272,-84.519103,
01/01/2017,0,3500 block of Paris Ave Saint Louis,38.6680519,-90.2410867,
01/01/2017,0,4800 block of South Racine Chicago,41.806783,-87.6577237,
01/01/2017,1,16539 NE 35th Ct Redmond,47.642539,-122.1215404,
01/01/2017,1,1800 block of Jourolman Avenue Knoxville,35.9743658,-83.9526872,
01/01/2017,2,1211 Shana Lane Asheboro,35.6850359,-79.8370893,
01/01/2017,1,6601 Courts Dr Prince George,37.223515,-77.2882501,
01/01/2017,1,Ruth Avenue Cincinnati (Evanston),39.1390516,-84.4787381,
01/01/2017,1,3800 block of D Hemecourt Street New Orleans,29.9680962,-90.1039319,
01/01/2017,0,12500 block of South State Street Chicago,41.6670077,-87.6247479,
01/01/2017,0,Highland Ave and Del Rosa Ave Highland,34.135868,-117.2545831,
01/01/2017,1,4115 Mohican-Prescott Crossover Baton Rouge,30.4859682,-91.1505921,
01/01/2017,0,3600 block of Oliver St Bakersfield,35.3220473,-118.9884822,
01/01/2017,0,522 N. 10th Street Fort Smith,35.3890658,-94.4192522,
01/01/2017,0,4100 block of West 15th Street Chicago,41.8606601,-87.7296381,
01/01/2017,0,3900 block of West Madison Chicago,41.8815823,-87.7260292,
01/01/2017,0,9900 block of South Halsted Chicago,41.7138767,-87.6455218,
01/01/2017,1,14505 Dry Creek Dr Cypress,29.9875304,-95.6873082,
01/01/2017,0,13000 block of South Evans Chicago,41.6590835,-87.6055705,
01/01/2017,0,6700 block of South Indiana Chicago,41.7726346,-87.6229382,
01/01/2017,0,5300 block of South Fairfield Chicago,41.7972215,-87.6951417,
01/01/2017,0,5400 block of Sago Weslaco,-20.016542,57.5646115,
01/01/2017,1,3589 Richmond St Philadelphia,39.987609,-75.0942196,
01/01/2017,0,406 Vine Street San Antonio,29.4086414,-98.4541586,
01/01/2017,0,1500 E Market St Leesburg,39.0930674,-77.5265995,
01/01/2017,0,East Missouri St Blytheville,35.9327948,-89.901602,
01/01/2017,0,613 N Verity Pkwy Middletown,39.521353,-84.3983807,
01/01/2017,1,4600 block of West Monroe Chicago,41.8793112,-87.7427786,
01/01/2017,0,200 block of Lake Ave Elyria,41.3720341,-82.1153803,
01/01/2017,0,Cotton Cemetery Rd Calvert,-20.016542,57.5646115,
01/01/2017,0,1300 block of E 85th St Cleveland,41.520162,-81.6310167,
01/01/2017,0,436 Riverview Rd Georgetown,-18.2739394,143.1953207,
01/01/2017,1,3700 block of Cambridge Las Vegas,36.1221779,-115.1439834,
01/01/2017,0,Cliff Lane Fall Branch,36.4022118,-82.657681,
01/01/2017,0,1603 N Linn St Peoria,40.7069337,-89.598156,
01/01/2017,0,Playa Way Jacksonville,30.3316072,-81.6080672,
01/01/2017,0,Tilton Terrace Lynn,42.4690679,-70.9430435,
01/01/2017,0,631 Eastern Ave Lynn,42.484546,-70.9428902,
01/01/2017,1,5200 block of Jamestown Bay Ct Florissant,38.8252063,-90.264986,
01/01/2017,0,White Oak St. Jackson,37.3845546,-89.6588247,
01/01/2017,0,7600 block of S Jana Ln Jacksonville,30.2567446,-81.775529,
01/01/2017,1,9849 Sam Donald Rd Nolensville,35.9450326,-86.6942944,
01/01/2017,0,128 N Bingham St Oak Hill,38.8990717,-82.5622485,
01/01/2017,0,Liecester Road Richmond,-20.016542,57.5646115,
01/01/2017,0,25 Van Campen Blvd Wilmington,34.2436476,-77.8748695,
01/01/2017,1,Roosevelt Boulevard and Wicoff Street Middletown,39.5026132,-84.3885908,
01/01/2017,0,200 block of West 71st Street Chicago (Englewood),41.7654322,-87.6319681,
01/01/2017,0,9500 block of South State Street Chicago,41.7218007,-87.6259285,
01/01/2017,0,2100 block of West Concord Chicago,41.9115371,-87.682241,
01/01/2017,0,920 42nd Ave Meridian,32.3664696,-88.7218304,
01/01/2017,1,16th Street and 16th Avenue Meridian,32.3731156,-88.696638,
01/01/2017,0,200 block of East 39th Street Chicago,41.8241783,-87.6343978,
01/01/2017,0,4400 block of South Indiana Chicago,41.8145992,-87.6239142,
01/01/2017,0,Orchard Ave Brockton,42.1035733,-71.0282487,
01/01/2017,0,2300 block of West Jackson Chicago,41.8778574,-87.6866323,
01/01/2017,1,800 block of Center Street N Birmingham,33.5140142,-86.8384026,
01/01/2017,0,Gold Moss Cove Austin,30.2012833,-97.7991076,
01/01/2017,0,0 block of South Leamington Chicago,-20.016542,57.5646115,
01/01/2017,0,Choctaw Dr Baton Rouge,30.4701803,-91.1576656,
01/01/2017,0,17 Shagbark Lane Bend (Sunriver),43.8997758,-121.4267345,
01/01/2017,0,1300 block of State Hwy E Silex,39.036733,-91.3563684,
01/01/2017,0,Howell Manor Ct Mexico,39.1764305,-91.8825489,
01/01/2017,0,1000 block of W Percy Baker Jr Ave Peoria,40.6913397,-89.6112088,
01/01/2017,0,3002 Tepic Laredo,27.4754327,-99.4598629,
01/01/2017,0,Chili Ave Rochester (Gates),43.1363023,-77.6797746,
01/01/2017,0,9200 block of South Parnell Chicago,41.7269016,-87.6397782,
01/01/2017,0,50000 block of Saltillo Circle Coachella,33.6819647,-116.1947358,
01/01/2017,0,4900 Block of View Dr San Antonio,29.4769769,-98.5839006,
01/01/2017,0,1800 block of N Maryland St Peoria,40.7085597,-89.5839938,
01/01/2017,0,Dan Casey Memorial Dr Pittsfield,42.484931,-73.2807997,
01/01/2017,0,2099 N Underhill St Peoria,40.7129074,-89.613184,
01/01/2017,0,2800 block of N Dechman Ave Peoria,40.7215138,-89.5943516,
01/01/2017,0,394 E Thrush Ave Peoria,40.7142021,-89.5920006,
01/01/2017,0,2000 block of Bandera Rd San Antonio,29.4734885,-98.5800195,
01/01/2017,1,1600 block of Redbird Ln Dallas,32.6721265,-96.8486387,
01/01/2017,0,3600 block of Shoreham Dr Memphis,35.0501158,-89.8960851,
01/01/2017,0,521 Van Buren Street Peoria,40.7100802,-89.569987,
01/01/2017,2,4800 block of Knoll Glen Road Ellicott City,39.2378894,-76.8058952,
01/01/2017,0,7128 Spring Creek Rd Rockford,42.2977763,-88.9790256,
01/01/2017,0,2617 N Knoxville Ave Peoria,40.7194633,-89.5963339,
01/01/2017,0,1000 W Armstrong Ave Peoria,40.7047999,-89.6108901,
01/01/2017,0,298 W Columbia Terrace Peoria,40.7031817,-89.5998799,
01/01/2017,0,Jennings Street Bronx,40.8323989,-73.894842,
01/01/2017,0,601 Phelps St Peoria,40.7175183,-89.5645793,
01/01/2017,0,7200 Northcote Ave Hammond,41.5829416,-87.4882283,
01/01/2017,0,1820 East Carson St Pittsburgh,40.4284472,-79.9817426,
01/01/2017,0,1405 S Ligonier St Peoria,40.6729784,-89.6376975,
01/01/2017,1,3400 block of Belt Boulevard Richmond,37.478224,-77.4632317,
01/01/2017,0,500 block of N 6th Street Wilmington,34.241531,-77.9448486,
01/01/2017,1,5200 block of Martin Luther King Boulevard Sacramento,38.5276336,-121.4677581,
01/01/2017,0,2800 W Ann St Peoria,40.6796065,-89.6396382,
01/01/2017,0,4700 block of Javelin Dr Rockford,42.2611375,-89.0223987,
01/01/2017,0,N Bragg Street Bradley (county),-20.016542,57.5646115,
01/01/2017,0,200 block of Michigan St Elgin,42.0334047,-88.2806102,
01/01/2017,0,800 block of Gentry Way Reno,39.4935551,-119.7887843,
01/01/2017,0,Carroll Street and Ewing Avenue South Bend,-20.016542,57.5646115,
01/01/2017,0,6010 I St Wimauma,-20.016542,57.5646115,
01/01/2017,1,700 W Riverside Blvd Rockford,42.314815,-89.0734857,
01/01/2017,0,8600 block of Wilhelm Road La Porte (county),41.7341455,-86.7112093,
01/01/2017,0,700 block of Wallace York,-20.016542,57.5646115,
01/01/2017,2,E 18th St and N Main St Jacksonville,30.3549518,-81.6560587,
01/01/2017,1,200 block of Gold St Buffalo,42.8902649,-78.8073344,
01/01/2017,0,5100 block of West North Avenue Chicago,41.9097329,-87.7550525,
01/01/2017,1,Crescent Ave and John B White Sr Blvd Spartanburg,34.9306828,-81.9558239,
01/01/2017,0,East 157th Street and Melrose Avenue Bronx,40.8216791,-73.9173795,
01/01/2017,0,Pulaski Road and Palmer Street Chicago,41.920509,-87.7539259,
01/01/2017,0,180 Coachman Court Bowling Green,36.9992129,-86.3873964,
01/01/2017,0,2300 block of Kenton Street Cincinnati,39.1225474,-84.4965022,
01/01/2017,0,4800 block of Carolee Lane Dearborn Heights,42.2750888,-83.2836354,
01/01/2017,1,7420 W Villard Ave Milwaukee,43.1126438,-88.0064081,
01/01/2017,2,4600 block of North Broadway Chicago,41.9649192,-87.6595746,
01/01/2017,0,3100 Fitzgerald St Jacksonville,30.3258022,-81.7098483,
01/01/2017,0,8800 Merseyside Ave Jacksonville,30.408913,-81.7715735,
01/01/2017,0,Brasque Dr and Vernon Rd Jacksonville,30.3726207,-81.7163891,
01/01/2017,0,2800 Thomas St Jacksonville,30.3264889,-81.7025649,
01/01/2017,0,5900 Townsend Rd Jacksonville,30.218614,-81.736917,
01/01/2017,0,1500 W 23rd St Jacksonville,30.3578929,-81.6825095,
01/01/2017,0,300 block of Augusta Street Bakersfield,35.3595313,-118.9943713,
01/01/2017,0,Colquitt Street Douglasville,33.7580912,-84.745898,
01/01/2017,0,873 North Street Rochester,43.1742123,-77.5981731,
01/01/2017,0,5551 Del Verde Way Orlando,28.4639978,-81.4572524,
01/01/2017,1,4500 block of Cabbage Palm Dr Valrico,27.8712268,-82.2707698,
01/01/2017,0,Adams Rd London,51.5956168,-0.0830652,
01/01/2017,0,4700 Cardinal Pl Jacksonville,30.286917,-81.7296368,
01/01/2017,0,300 block of South Oakdale Salina,38.8376559,-97.6030031,
01/01/2017,0,100 block of W Hillside Dr Salina,38.8357671,-97.5774256,
01/01/2017,0,Warfield St and Dale St New Orleans,30.0127408,-90.0121134,
01/01/2017,0,S Duke St and E Cottage Pl York,39.9539693,-76.7234646,
01/01/2017,1,1100 N Hampton Ave Springfield,37.2200483,-93.27961,
01/01/2017,0,Falling Springs Boulevard Versailles,38.03638,-84.7435459,
01/01/2017,1,Cemetery Road Pocatello,-20.016542,57.5646115,
01/01/2017,0,4000 block of Jason Avenue Franklin,39.5350306,-86.0892796,
01/01/2017,0,1900 block of Grafton Street Marshall,32.538623,-94.386677,
01/01/2017,1,US-75 and Wade Green Rd Kennesaw,-20.016542,57.5646115,
01/01/2017,0,418 1st St Jackson,-20.016542,57.5646115,
01/01/2017,0,154 Plateau Dr Pocatello,42.8604791,-112.4693088,
01/01/2017,0,15400 block of Wheatfield Dr Woodbridge,-20.016542,57.5646115,
01/01/2017,0,Tudor Dr Cape Coral,26.560432,-81.9685357,
01/01/2017,0,Veterans Memorial Boulevard Bowling Green,36.9891983,-86.488418,
01/01/2017,0,3701 Torrance Blvd. Torrance,33.8385708,-118.3539261,
01/01/2017,0,4th Ave Fairbanks,-20.016542,57.5646115,
01/01/2017,0,Howe Circle Randolph,42.159317,-71.0481751,
01/01/2017,0,2nd St and Oakdale Ave El Cajon,32.80209,-116.9380098,
02/01/2017,0,1900 block of Bay Avenue Hampton,37.0024099,-76.386559,
02/01/2017,0,6100 block of W Canal Blvd Shreveport,32.4523206,-93.7883736,
02/01/2017,1,1800 block of N Sheridan Peoria,40.709217,-89.6055172,
02/01/2017,0,2000 block of Seldendale Drive Hampton,37.044841,-76.3605957,
02/01/2017,0,19 5th Ave Worcester,42.2418192,-71.8019368,
02/01/2017,0,Dawsey Street and Crosby Street Cordova,33.4397788,-80.887636,
02/01/2017,0,North Long Street Kingstree,-20.016542,57.5646115,
02/01/2017,1,2500 block of N Lowell Ave Chicago,41.9262157,-87.7375812,
02/01/2017,0,7500 block of Tidewater Drive Norfolk,36.9123094,-76.2575109,
02/01/2017,1,Glendale and Greenfield Detroit,42.3813262,-83.2532718,
02/01/2017,0,800 block of West Hawes Ave Fresno,36.7277492,-119.822457,
02/01/2017,1,200 block of Vaughan Creek Rd Pendleton,-20.016542,57.5646115,
02/01/2017,0,8200 block of Main St Pinehurst,-20.016542,57.5646115,
02/01/2017,1,4000 block of East Flower Street Tucson,32.2540475,-110.9097612,
02/01/2017,0,6100 block of South Stewart Chicago (Englewood),41.783415,-87.6376337,
02/01/2017,0,2100 block of West 64th Street Chicago (Englewood),41.7774824,-87.6784893,
02/01/2017,0,US 95 and Jones Blvd Las Vegas,-20.016542,57.5646115,
02/01/2017,0,3501 Gerstner Memorial Blvd Lake Charles,30.1944687,-93.1818804,
02/01/2017,1,1800 block of Kimberwicke Place Annapolis,39.0063096,-76.5530627,
02/01/2017,0,1800 block of North Spaulding Avenue Chicago,41.9138914,-87.712576,
02/01/2017,0,Conn Dr Martin,-20.016542,57.5646115,
02/01/2017,0,1 block of Casimir Court New Castle,39.672301,-75.5675877,
02/01/2017,1,1900 block of Pratt Street Philadelphia,40.016601,-75.0754541,
02/01/2017,0,300 block of Junction Road Durham,-20.016542,57.5646115,
02/01/2017,0,I-384 Bolton,41.7801432,-72.4630408,
02/01/2017,0,4300 Block of Thousand Oaks Drive San Antonio,29.5511266,-98.4123443,
02/01/2017,0,NC 62 Guilford (county),35.9167055,-79.7698754,
02/01/2017,0,1600 block of Queen Anne Ave N Seattle,47.6338313,-122.3589258,
02/01/2017,0,2500 block of Cummings Highway Hamilton (county),35.019631,-85.3539386,
02/01/2017,0,7500 Melvin Rd Jacksonville,30.2551735,-81.7732478,
02/01/2017,0,Cloverleaf Way and Lichen Dr Citrus Heights,38.7179811,-121.3075417,
02/01/2017,0,1904 N Broad St New Orleans,29.9833211,-90.0734994,
02/01/2017,0,Frenchmen St and N Villere St New Orleans,29.971503,-90.060565,
02/01/2017,0,Saint John St and Parkinson St Detroit,42.3287857,-83.1322734,
02/01/2017,0,2650 Cedar Springs Rd Dallas,32.8004049,-96.8070613,
02/01/2017,0,1325 N Cherry St Knoxville,35.9927652,-83.9044982,
02/01/2017,1,1400 block of Cedar Ct Somers Point,39.3294071,-74.6105974,
02/01/2017,0,Elroy Avenue Warren,42.4568551,-82.9812932,
02/01/2017,0,4300 block of Reynes Street New Orleans,30.0126857,-90.0130331,
02/01/2017,0,500 block of 9th St Henderson,-20.1030425,57.6207203,
02/01/2017,0,2300 block of 23rd Street Rockford,42.2438619,-89.0552951,
02/01/2017,0,Rangeland Road and Ridgecrest Road Louisville,38.1649488,-85.6713016,
02/01/2017,1,200 block of East Artesia Blvd Long Beach,33.8740833,-118.2025592,
02/01/2017,0,2802 W Wiswall St Peoria,40.6811331,-89.6392976,
